ENSG	rep_01|CDS	rep_01|5utr	rep_01|3utr	rep_01|5utr|3utr	rep_01|intron	rep_01|intergenic	rep_01|noncoding_exon	rep_01|noncoding_intron
ENSG00000068971.9	NaN	NaN	NaN	NaN	0.7004	NaN	NaN	NaN
ENSG00000143093.10	-1.0289	NaN	NaN	NaN	0.4259	NaN	NaN	1.5545
ENSG00000234183.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000206908.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000087008.11	NaN	NaN	NaN	NaN	1.0399	NaN	NaN	NaN
ENSG00000132849.14	-1.0970	NaN	NaN	NaN	-1.0644	NaN	NaN	NaN
ENSG00000210176.1	NaN	NaN	NaN	NaN	NaN	NaN	-1.0046	NaN
ENSG00000254990.1	NaN	NaN	NaN	NaN	NaN	NaN	-2.5626	0.5305
ENSG00000236886.2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000251379.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.5626
ENSG00000038382.13	-0.7187	2.3378	0.6598	NaN	0.4083	NaN	NaN	NaN
ENSG00000250731.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000267010.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000163319.6	NaN	NaN	NaN	NaN	-2.7326	NaN	NaN	NaN
ENSG00000237772.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.7593
ENSG00000266258.1	NaN	NaN	NaN	NaN	0.2777	NaN	NaN	NaN
ENSG00000065621.10	NaN	NaN	NaN	NaN	-0.4524	NaN	NaN	NaN
ENSG00000260698.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000240731.1	NaN	NaN	NaN	NaN	NaN	NaN	0.2003	-1.1069
ENSG00000256667.2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.6622
ENSG00000139610.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000235438.3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000137960.5	NaN	NaN	0.6300	NaN	0.2899	NaN	NaN	-0.6417
ENSG00000059588.5	-0.7590	NaN	NaN	NaN	-0.1942	NaN	NaN	NaN
ENSG00000236438.2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000166341.6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000224729.4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000272367.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000112210.7	NaN	NaN	NaN	NaN	-0.4177	NaN	NaN	NaN
ENSG00000227374.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000270011.2	NaN	NaN	NaN	NaN	-1.4695	NaN	NaN	NaN
ENSG00000166452.7	NaN	NaN	NaN	NaN	1.1325	NaN	NaN	NaN
ENSG00000235029.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000160161.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000184611.7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000269399.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000247970.2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.9066
ENSG00000243064.4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000126870.11	NaN	NaN	NaN	NaN	0.6094	NaN	NaN	3.5529
ENSG00000075223.9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000261187.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000017621.11	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000015413.5	NaN	NaN	NaN	NaN	1.6073	NaN	NaN	NaN
ENSG00000248835.2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000113739.6	-1.2889	-1.2572	-0.8220	NaN	0.0994	NaN	NaN	NaN
ENSG00000265736.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000225424.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000229750.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000079931.10	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000115840.9	NaN	NaN	NaN	NaN	0.0477	NaN	NaN	0.1325
ENSG00000176771.11	NaN	NaN	NaN	NaN	-2.3700	NaN	NaN	NaN
ENSG00000226134.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000151725.7	NaN	NaN	NaN	NaN	1.8899	NaN	NaN	NaN
ENSG00000075234.12	-0.7462	NaN	-0.2001	NaN	0.8430	NaN	NaN	NaN
ENSG00000115816.9	-1.1018	NaN	NaN	NaN	-0.5626	NaN	NaN	NaN
ENSG00000273015.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000226180.2	NaN	NaN	0.1154	NaN	NaN	NaN	NaN	NaN
ENSG00000113742.8	-2.1111	-1.7326	-0.0862	NaN	-0.7349	NaN	NaN	NaN
ENSG00000183929.6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.5305
ENSG00000213903.4	-1.4277	-0.0642	-2.4695	NaN	-0.4557	NaN	NaN	NaN
ENSG00000133134.7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000179832.13	-1.1871	NaN	NaN	NaN	0.6073	NaN	NaN	NaN
ENSG00000125648.10	-1.7326	NaN	NaN	NaN	-0.0481	NaN	NaN	NaN
ENSG00000267676.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000108091.10	0.0223	NaN	0.0869	NaN	0.4796	NaN	NaN	NaN
ENSG00000273362.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000261386.2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.0205
ENSG00000233524.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000163958.9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000055917.11	-0.2427	1.7175	0.2568	NaN	-0.5617	NaN	NaN	NaN
ENSG00000242114.1	NaN	NaN	NaN	NaN	2.1003	NaN	NaN	NaN
ENSG00000102547.14	NaN	NaN	NaN	NaN	-0.1894	NaN	NaN	NaN
ENSG00000240207.2	NaN	NaN	NaN	NaN	NaN	NaN	-0.2631	-0.6691
ENSG00000199574.1	NaN	NaN	NaN	NaN	NaN	NaN	-3.9025	NaN
ENSG00000264999.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000240038.2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000205609.8	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000198160.10	-0.1476	NaN	1.3549	NaN	-1.1564	NaN	NaN	NaN
ENSG00000174600.9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000104892.12	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000161609.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000168116.9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000267848.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000137672.8	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000239474.2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000150076.18	NaN	NaN	NaN	NaN	0.2003	NaN	NaN	NaN
ENSG00000119041.6	-0.6171	NaN	NaN	NaN	-0.7174	NaN	NaN	NaN
ENSG00000125944.14	-0.9889	NaN	-0.6535	NaN	-0.5601	NaN	NaN	-0.8846
ENSG00000182504.6	NaN	NaN	NaN	NaN	-0.5626	NaN	NaN	NaN
ENSG00000264845.2	NaN	NaN	NaN	NaN	NaN	NaN	-2.6070	-0.8846
ENSG00000123096.7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000261094.2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000232745.2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000163599.10	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000037042.8	-1.1949	NaN	NaN	NaN	-0.2216	NaN	NaN	NaN
ENSG00000142875.15	NaN	NaN	NaN	NaN	0.0692	NaN	NaN	NaN
ENSG00000237356.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.3352
ENSG00000255311.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000101997.8	NaN	NaN	NaN	NaN	2.1400	NaN	NaN	NaN
ENSG00000175482.4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000162755.9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000179817.3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000254536.1	-0.7070	NaN	1.9899	NaN	0.7306	NaN	NaN	NaN
ENSG00000233072.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000226990.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000113319.7	-2.3540	NaN	-0.0032	NaN	-0.0842	NaN	NaN	NaN
ENSG00000230673.3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000153574.8	NaN	NaN	1.6598	NaN	0.0293	NaN	NaN	NaN
ENSG00000154114.8	NaN	NaN	NaN	NaN	-0.8669	NaN	NaN	NaN
ENSG00000144339.7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000131013.3	NaN	NaN	NaN	NaN	-0.6310	NaN	NaN	NaN
ENSG00000214244.4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000154438.3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000134317.13	NaN	NaN	NaN	NaN	-0.3175	NaN	NaN	NaN
ENSG00000116117.13	NaN	NaN	NaN	NaN	0.2892	NaN	NaN	NaN
ENSG00000239305.2	-0.8395	-2.1982	NaN	NaN	-0.7967	NaN	NaN	NaN
ENSG00000233429.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.4625
ENSG00000234394.4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000230863.2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000166833.15	-0.2132	NaN	-0.0481	NaN	0.4933	NaN	NaN	NaN
ENSG00000230753.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000078900.10	3.7593	NaN	NaN	NaN	3.9590	NaN	NaN	NaN
ENSG00000250474.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000176092.9	NaN	NaN	NaN	NaN	0.7455	NaN	NaN	NaN
ENSG00000159885.9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000267452.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000272631.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000106327.8	-1.4542	-0.7850	-0.7997	NaN	0.8603	NaN	NaN	NaN
ENSG00000077721.11	NaN	NaN	NaN	NaN	0.6179	NaN	NaN	NaN
ENSG00000182446.9	-1.3617	-0.0221	-0.7136	NaN	0.2052	NaN	NaN	NaN
ENSG00000266088.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000140350.11	0.0129	NaN	1.2447	NaN	0.7837	NaN	NaN	NaN
ENSG00000216042.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000213123.6	NaN	NaN	NaN	NaN	-1.7914	NaN	NaN	NaN
ENSG00000197586.8	-0.3305	NaN	0.0100	NaN	1.6673	NaN	NaN	NaN
ENSG00000237485.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000081189.9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000242086.4	NaN	NaN	NaN	NaN	NaN	NaN	-0.8667	-0.6139
ENSG00000171988.13	-1.7445	1.5154	NaN	NaN	-0.8073	NaN	NaN	NaN
ENSG00000114023.11	NaN	NaN	NaN	NaN	-1.4524	NaN	NaN	NaN
ENSG00000086598.6	-0.8106	-0.3402	0.1628	NaN	0.7090	NaN	NaN	NaN
ENSG00000207297.1	NaN	NaN	NaN	NaN	NaN	NaN	-4.3175	NaN
ENSG00000155097.7	NaN	NaN	1.6598	NaN	-0.3991	NaN	NaN	NaN
ENSG00000188542.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000140015.15	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000061938.12	-0.0481	1.5378	NaN	NaN	0.8334	NaN	NaN	1.2115
ENSG00000180573.8	-0.2545	NaN	NaN	NaN	-3.2769	NaN	NaN	NaN
ENSG00000111266.4	-1.1476	-0.1476	NaN	NaN	-0.8688	NaN	NaN	NaN
ENSG00000176654.8	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000238742.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000156535.9	NaN	NaN	NaN	NaN	-0.8997	NaN	NaN	NaN
ENSG00000106537.7	NaN	NaN	NaN	NaN	-1.6330	NaN	NaN	NaN
ENSG00000133103.12	NaN	NaN	NaN	NaN	0.0239	NaN	NaN	NaN
ENSG00000129158.6	-1.1476	5.0860	NaN	NaN	0.5688	NaN	NaN	NaN
ENSG00000126214.16	-0.4339	-2.0221	1.6149	NaN	-0.1136	NaN	NaN	NaN
ENSG00000100276.9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000201469.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000229330.2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000149273.10	-1.5287	-2.5144	-0.6215	NaN	-1.6330	NaN	NaN	NaN
ENSG00000181544.9	NaN	NaN	NaN	NaN	1.1743	NaN	NaN	NaN
ENSG00000235704.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000273048.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000229404.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000140284.6	NaN	NaN	NaN	NaN	-0.0101	NaN	NaN	NaN
ENSG00000033050.3	-1.2471	NaN	NaN	NaN	0.0906	NaN	NaN	NaN
ENSG00000171853.11	-1.8480	NaN	NaN	NaN	-0.9335	NaN	NaN	NaN
ENSG00000053501.8	NaN	NaN	-1.1476	NaN	NaN	NaN	NaN	NaN
ENSG00000164040.12	0.5352	1.1325	0.6489	NaN	-1.6256	NaN	NaN	NaN
ENSG00000259354.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000172660.7	-0.4409	NaN	NaN	NaN	-1.0907	NaN	NaN	NaN
ENSG00000206625.1	NaN	NaN	NaN	NaN	NaN	NaN	-2.0545	NaN
ENSG00000166268.6	NaN	NaN	NaN	NaN	-1.1225	NaN	NaN	NaN
ENSG00000184675.5	-0.5102	NaN	-0.2996	NaN	-0.9549	NaN	NaN	NaN
ENSG00000130733.6	-0.9131	NaN	0.1743	NaN	1.1743	NaN	NaN	NaN
ENSG00000248587.2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000260394.2	NaN	NaN	NaN	NaN	NaN	NaN	0.6598	NaN
ENSG00000223703.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000106511.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000107130.6	NaN	NaN	-0.7997	NaN	-0.8150	NaN	NaN	NaN
ENSG00000147649.5	-0.6622	-1.3402	0.7004	NaN	-1.3608	NaN	NaN	NaN
ENSG00000145863.6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000070882.8	NaN	NaN	-1.8846	NaN	0.2255	NaN	NaN	NaN
ENSG00000101670.7	NaN	NaN	NaN	NaN	1.6300	NaN	NaN	NaN
ENSG00000272617.1	NaN	NaN	NaN	NaN	0.5405	NaN	NaN	NaN
ENSG00000215902.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000162591.11	0.3594	NaN	NaN	NaN	1.4926	NaN	NaN	NaN
ENSG00000248516.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000266589.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000268520.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.0143
ENSG00000269054.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.5261
ENSG00000113384.9	-1.9549	-0.8846	1.0837	NaN	-1.1439	NaN	NaN	NaN
ENSG00000186197.8	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000198113.2	-2.1476	-0.6622	-0.4810	NaN	0.4374	NaN	NaN	NaN
ENSG00000238716.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000225667.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000267539.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000224769.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000196981.2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000253893.2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.2351
ENSG00000146067.11	-0.0445	2.1868	NaN	NaN	-0.4439	NaN	NaN	NaN
ENSG00000177981.6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000175106.12	-1.5261	1.3549	-1.2731	NaN	-0.2801	NaN	NaN	NaN
ENSG00000141068.9	-0.2696	NaN	0.9228	NaN	0.6009	NaN	NaN	NaN
ENSG00000239794.2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000239014.1	NaN	NaN	NaN	NaN	NaN	NaN	2.0934	NaN
ENSG00000188729.2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000266405.2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000227906.3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.8524
ENSG00000143355.11	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000231154.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-3.4695
ENSG00000149182.10	-0.9777	4.3760	-0.3927	NaN	0.6815	NaN	NaN	NaN
ENSG00000140519.8	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000189114.6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000239382.6	NaN	NaN	NaN	NaN	1.2854	NaN	NaN	NaN
ENSG00000237831.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000229023.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000262745.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000248338.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000238437.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000261645.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.2894
ENSG00000141232.4	-1.0221	-0.3540	NaN	NaN	1.2343	NaN	NaN	NaN
ENSG00000272201.1	NaN	NaN	NaN	NaN	NaN	NaN	-1.4106	NaN
ENSG00000188155.8	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000213693.4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000124787.9	NaN	NaN	NaN	NaN	5.3549	NaN	NaN	NaN
ENSG00000102302.7	NaN	NaN	NaN	NaN	0.7853	NaN	NaN	NaN
ENSG00000136750.7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000260948.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000160207.4	NaN	NaN	NaN	NaN	1.3549	NaN	NaN	NaN
ENSG00000135951.10	NaN	NaN	NaN	NaN	-1.1117	NaN	NaN	NaN
ENSG00000109775.6	NaN	NaN	NaN	NaN	-0.5261	NaN	NaN	NaN
ENSG00000130821.11	0.7730	0.8524	0.0807	NaN	2.2949	NaN	NaN	NaN
ENSG00000205593.7	NaN	NaN	NaN	NaN	1.7399	NaN	NaN	NaN
ENSG00000134201.6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000169758.8	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000084072.12	NaN	NaN	NaN	NaN	-0.4557	NaN	NaN	NaN
ENSG00000264441.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000088756.8	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000110921.7	NaN	NaN	NaN	NaN	0.4816	NaN	NaN	NaN
ENSG00000229740.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000166681.9	NaN	3.5529	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000235760.3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.5626
ENSG00000207750.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000255648.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000163807.4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000207245.1	NaN	NaN	NaN	NaN	NaN	NaN	-2.7326	NaN
ENSG00000125740.9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000171791.10	NaN	NaN	NaN	NaN	-0.4232	NaN	NaN	NaN
ENSG00000182240.11	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000090339.4	-1.8846	NaN	-1.8638	NaN	-0.0910	NaN	NaN	NaN
ENSG00000169918.5	NaN	NaN	NaN	NaN	0.4026	NaN	NaN	NaN
ENSG00000227536.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000272181.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000182287.9	NaN	NaN	3.4374	NaN	-0.5481	NaN	NaN	NaN
ENSG00000070785.12	NaN	NaN	NaN	NaN	-0.8461	NaN	NaN	NaN
ENSG00000143322.15	-0.1032	2.3118	-0.3037	NaN	-0.5929	NaN	NaN	NaN
ENSG00000223318.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000114503.6	NaN	NaN	1.5001	NaN	-0.4106	NaN	NaN	NaN
ENSG00000198707.10	-2.3175	NaN	NaN	NaN	-0.6978	NaN	NaN	NaN
ENSG00000215305.5	0.0451	NaN	NaN	NaN	0.4980	NaN	NaN	NaN
ENSG00000130810.15	-0.5490	NaN	NaN	NaN	-0.6763	NaN	NaN	NaN
ENSG00000143164.11	-0.5102	NaN	NaN	NaN	-0.2637	NaN	NaN	NaN
ENSG00000090905.13	-1.2905	NaN	-1.0101	NaN	-0.1463	NaN	NaN	NaN
ENSG00000251002.3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000165046.8	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000206113.3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000188626.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000148943.7	NaN	NaN	0.9138	NaN	-0.5626	NaN	NaN	NaN
ENSG00000214265.7	NaN	NaN	NaN	NaN	NaN	NaN	-2.0321	0.6686
ENSG00000253641.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000265945.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000144647.5	NaN	NaN	NaN	NaN	0.5529	NaN	NaN	NaN
ENSG00000227954.2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000247828.3	NaN	NaN	NaN	NaN	NaN	NaN	-0.7850	-1.2370
ENSG00000227267.3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000077232.12	-1.0056	-2.4695	-1.0175	NaN	-1.5206	NaN	NaN	NaN
ENSG00000125166.8	-0.2920	NaN	-2.6712	NaN	-0.9707	NaN	NaN	NaN
ENSG00000240024.1	NaN	NaN	NaN	NaN	NaN	NaN	-3.8701	-2.9956
ENSG00000224924.2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000147324.6	-1.7070	NaN	0.9679	NaN	-0.0684	NaN	NaN	NaN
ENSG00000118482.7	-1.7119	-1.0407	-1.4695	NaN	-0.5926	NaN	NaN	NaN
ENSG00000221381.1	NaN	NaN	NaN	NaN	NaN	NaN	0.1743	NaN
ENSG00000135916.11	0.2949	0.6179	2.8608	NaN	0.7711	NaN	NaN	NaN
ENSG00000163568.9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000226279.2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000137413.11	-2.1476	NaN	-1.4371	NaN	-0.8878	NaN	NaN	NaN
ENSG00000181791.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000196616.8	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000180644.6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000233643.2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000259080.1	NaN	NaN	NaN	NaN	NaN	NaN	-0.2471	-0.8736
ENSG00000111229.11	NaN	NaN	NaN	NaN	-1.9919	NaN	NaN	NaN
ENSG00000248434.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000241939.2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000257616.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000182481.4	-0.6781	1.2674	NaN	NaN	-0.2256	NaN	NaN	NaN
ENSG00000144589.16	0.2309	NaN	NaN	NaN	2.0123	NaN	NaN	NaN
ENSG00000166794.4	-0.1965	NaN	-1.9707	NaN	0.3637	NaN	NaN	NaN
ENSG00000210144.1	NaN	NaN	NaN	NaN	NaN	NaN	-0.8938	NaN
ENSG00000165323.11	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000244509.3	NaN	NaN	-0.4955	NaN	NaN	NaN	NaN	NaN
ENSG00000215790.2	NaN	NaN	NaN	NaN	-0.5825	NaN	NaN	NaN
ENSG00000251664.2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000088727.8	NaN	NaN	NaN	NaN	0.5587	NaN	NaN	NaN
ENSG00000177409.7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000230552.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000104976.7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000135437.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000155508.9	-2.4695	NaN	NaN	NaN	-0.7617	NaN	NaN	NaN
ENSG00000271931.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000139537.6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
