ENSG	CDS	5utr	3utr	5utr|3utr	intron	intergenic	noncoding_exon	noncoding_intron
ENSG00000198837.5	83	19	5	0	207	0	0	0
ENSG00000269965.1	0	0	0	0	0	0	1	0
ENSG00000196684.8	2	1	0	0	45	0	0	0
ENSG00000223861.1	0	0	0	0	0	0	1	0
ENSG00000236753.1	0	0	0	0	0	0	2	14
ENSG00000135074.11	1	0	1	0	1	0	0	0
ENSG00000099203.2	7	0	4	0	7	0	0	0
ENSG00000180957.13	4	1	29	0	319	0	0	0
ENSG00000234689.1	0	0	0	0	0	0	0	5
ENSG00000141858.7	27	30	17	0	25	0	0	0
ENSG00000257279.1	0	0	0	0	0	0	2	4
ENSG00000219545.5	0	0	2	0	66	0	2	211
ENSG00000261438.1	0	0	0	0	0	0	1	0
ENSG00000185753.8	1	2	0	0	41	0	0	0
ENSG00000261567.1	4	0	0	0	14	0	0	0
ENSG00000154059.5	4	0	6	0	2	0	0	0
ENSG00000144747.10	13	2	6	0	39	0	0	0
ENSG00000272921.1	0	0	0	0	0	0	1	30
ENSG00000162241.8	2	2	1	0	28	0	0	0
ENSG00000119431.5	6	12	2	0	7	0	0	0
ENSG00000272334.1	0	0	0	0	0	0	1	0
ENSG00000135776.4	8	1	1	0	103	0	0	0
ENSG00000234235.1	0	0	0	0	0	0	0	21
ENSG00000260211.2	0	0	0	0	0	0	1	0
ENSG00000132329.6	0	0	0	0	18	0	0	0
ENSG00000188573.7	1	0	0	0	0	0	0	0
ENSG00000163157.10	0	0	0	0	4	0	0	0
ENSG00000157212.14	11	4	3	0	96	0	0	0
ENSG00000204381.7	0	0	0	0	1	0	0	0
ENSG00000240449.1	0	0	0	0	0	0	0	2
ENSG00000106524.4	1	0	2	0	54	0	0	0
ENSG00000103653.12	14	57	68	0	243	0	0	0
ENSG00000269688.1	0	0	0	0	0	0	5	3
ENSG00000132510.6	98	12	28	0	350	0	0	0
ENSG00000235408.2	0	0	0	0	0	0	35	0
ENSG00000196605.3	1	3	0	0	29	0	0	0
ENSG00000103202.8	33	99	14	0	327	0	4	149
ENSG00000046651.10	5	1	1	0	43	0	0	0
ENSG00000267041.1	2	0	1	0	11	0	0	0
ENSG00000103091.10	91	21	5	0	729	0	0	1
ENSG00000164707.11	0	0	0	0	2	0	0	0
ENSG00000180344.3	0	0	0	0	0	0	1	1
ENSG00000143450.10	0	1	0	0	1	0	0	0
ENSG00000198848.8	24	0	0	0	105	0	0	0
ENSG00000227407.1	0	0	0	0	0	0	3	40
ENSG00000144362.7	1	4	0	0	19	0	0	0
ENSG00000139133.2	0	0	1	0	4	0	0	0
ENSG00000084774.9	88	5	4	0	228	0	0	0
ENSG00000143891.12	7	0	14	0	271	0	0	0
ENSG00000154153.9	0	0	0	0	1	0	0	0
ENSG00000127863.11	10	16	18	0	576	0	0	0
ENSG00000099899.10	32	2	20	0	74	0	0	0
ENSG00000127586.12	87	0	2	0	605	0	3	45
ENSG00000273113.1	0	0	0	0	0	0	1	0
ENSG00000156958.10	5	3	2	0	434	0	0	0
ENSG00000234592.1	0	0	0	0	0	0	3	0
ENSG00000227855.3	0	0	0	0	0	0	0	2
ENSG00000125398.5	45	21	48	0	124	0	0	0
ENSG00000244151.1	0	0	0	0	0	0	10	0
ENSG00000168405.10	0	0	0	0	0	0	0	1
ENSG00000086619.9	1	2	3	0	24	0	0	0
ENSG00000251368.1	0	0	0	0	0	0	1	0
ENSG00000213029.2	0	7	4	0	0	0	0	0
ENSG00000235724.4	0	0	0	0	0	0	0	3
ENSG00000260235.1	0	0	0	0	0	0	1	4
ENSG00000100191.4	0	0	0	0	1	0	0	0
ENSG00000232732.5	0	0	0	0	0	0	1	1
ENSG00000105393.11	8	3	13	0	57	0	0	1
ENSG00000224031.1	0	0	0	0	0	0	1	3
ENSG00000260917.1	0	0	0	0	0	0	24	0
ENSG00000226450.2	0	0	0	0	0	0	3	57
ENSG00000187492.4	2	0	0	0	1	0	0	0
ENSG00000134962.6	26	0	11	0	113	0	0	0
ENSG00000252013.1	0	0	0	0	0	0	1	0
ENSG00000244627.1	0	0	0	0	0	0	8	63
ENSG00000228486.5	0	0	0	0	0	0	8	24
ENSG00000137634.5	0	0	0	0	1	0	0	0
ENSG00000213753.6	0	0	0	0	0	0	11	27
ENSG00000123427.11	3	2	13	0	31	0	0	0
ENSG00000235706.3	0	0	0	0	0	0	4	10
ENSG00000197822.6	3	1	15	0	82	0	0	0
ENSG00000207014.1	0	0	0	0	0	0	3	0
ENSG00000169692.8	0	0	3	0	17	0	0	0
ENSG00000153006.10	0	1	10	0	38	0	0	0
ENSG00000154328.11	1	0	3	0	20	0	0	0
ENSG00000071575.7	1	1	2	0	9	0	0	0
ENSG00000112996.5	3	0	1	0	3	0	15	2
ENSG00000104043.10	0	0	0	0	16	0	0	0
ENSG00000143995.15	2	0	3	0	79	0	0	0
ENSG00000163162.4	16	1	20	0	258	0	2	81
ENSG00000271781.1	0	0	0	0	0	0	13	0
ENSG00000183696.9	1	4	0	0	32	0	0	0
ENSG00000197385.5	0	0	0	0	3	0	0	0
ENSG00000163697.12	7	5	5	0	809	0	0	1
ENSG00000230666.1	0	0	0	0	0	0	0	7
ENSG00000201763.1	0	0	0	0	0	0	4	0
ENSG00000159592.6	10	17	5	0	151	0	3	8
ENSG00000147262.2	1	0	0	0	0	0	0	0
ENSG00000035862.8	4	1	42	0	166	0	0	0
ENSG00000004455.12	9	0	38	0	147	0	0	3
ENSG00000038219.8	27	0	14	0	69	0	0	0
ENSG00000072849.6	4	2	4	0	24	0	2	1
ENSG00000158793.9	8	19	3	0	19	0	0	0
ENSG00000114790.8	0	0	1	0	22	0	0	0
ENSG00000148090.7	10	1	2	0	724	0	0	0
ENSG00000235888.1	0	0	0	0	0	0	0	4
ENSG00000197019.4	1	0	0	0	1	0	0	0
ENSG00000107815.3	11	1	15	0	11	0	4	10
ENSG00000254330.1	0	0	0	0	0	0	0	1
ENSG00000100804.14	36	2	11	0	126	0	0	0
ENSG00000124444.11	6	1	0	0	1	0	0	0
ENSG00000236959.1	0	0	0	0	0	0	0	2
ENSG00000172273.8	6	4	3	0	27	0	0	0
ENSG00000119397.12	8	0	0	0	57	0	0	0
ENSG00000160284.10	5	3	2	0	43	0	0	0
ENSG00000159403.11	2	1	0	0	1	0	0	0
ENSG00000100221.6	6	13	15	0	23	0	0	0
ENSG00000250506.2	16	41	5	0	147	0	0	0
ENSG00000075461.5	0	0	0	0	7	0	0	0
ENSG00000265112.1	0	0	0	0	0	0	1	0
ENSG00000137821.7	0	0	0	0	3	0	0	0
ENSG00000162753.10	0	0	0	0	1	0	0	0
ENSG00000122678.10	9	1	8	0	46	0	0	0
ENSG00000214114.4	0	0	1	0	27	0	0	0
ENSG00000159086.10	17	1	2	0	94	0	0	0
ENSG00000273230.1	0	0	0	0	0	0	22	0
ENSG00000214146.2	0	0	0	0	0	0	0	2
ENSG00000259035.1	0	0	0	0	0	0	0	2
ENSG00000268798.1	7	0	9	0	0	0	0	0
ENSG00000174437.12	76	149	246	0	234	0	0	0
ENSG00000139116.13	10	4	12	0	279	0	0	0
ENSG00000236532.1	0	0	0	0	0	0	0	1
ENSG00000224613.2	0	0	0	0	0	0	2	20
ENSG00000225498.1	0	0	0	0	0	0	0	3
ENSG00000261884.2	0	0	0	0	0	0	54	5
ENSG00000113013.8	63	5	38	0	186	0	0	0
ENSG00000182154.7	7	33	0	0	7	0	0	0
ENSG00000183850.9	1	0	0	0	4	0	0	0
ENSG00000205517.8	20	1	0	0	97	0	5	0
ENSG00000187391.13	10	8	0	0	1725	0	0	0
ENSG00000136457.5	0	0	0	0	1	0	0	0
ENSG00000105520.6	1	2	5	0	20	0	0	0
ENSG00000197858.6	33	4	0	0	98	0	0	0
ENSG00000261114.1	0	0	0	0	0	0	4	0
ENSG00000219470.1	0	0	0	0	0	0	5	0
ENSG00000170653.14	3	3	44	0	198	0	0	0
ENSG00000164104.7	15	30	18	0	39	0	0	0
ENSG00000189350.8	0	0	0	0	6	0	0	0
ENSG00000094631.14	57	7	6	0	174	0	0	0
ENSG00000196116.6	3	4	0	0	80	0	0	0
ENSG00000197442.8	0	0	0	0	2	0	0	0
ENSG00000187240.9	0	0	0	0	6	0	0	0
ENSG00000243449.2	0	1	0	0	11	0	0	0
ENSG00000134308.9	13	7	13	0	174	0	0	0
ENSG00000221783.1	0	0	0	0	0	0	1	0
ENSG00000268051.1	0	0	0	0	0	0	0	2
ENSG00000091136.9	192	148	0	0	621	0	0	0
ENSG00000206535.3	0	2	0	0	68	0	0	0
ENSG00000148481.9	1	0	1	0	80	0	0	0
ENSG00000172771.7	2	0	0	0	28	0	0	0
ENSG00000100697.10	32	7	99	0	174	0	0	0
ENSG00000241886.1	0	0	0	0	0	0	23	237
ENSG00000162434.7	13	1	16	0	294	0	0	0
ENSG00000091436.12	3	0	3	0	128	0	0	0
ENSG00000149743.9	1	2	0	0	22	0	0	0
ENSG00000105248.11	4	0	1	0	24	0	0	0
ENSG00000256234.1	0	0	0	0	0	0	0	34
ENSG00000176049.11	0	0	0	0	2	0	0	0
ENSG00000089916.13	18	2	109	0	171	0	0	0
ENSG00000164684.9	1	1	20	0	294	0	0	0
ENSG00000226648.1	0	0	0	0	0	0	1	23
ENSG00000169139.7	1	2	17	0	126	0	0	0
ENSG00000168216.6	4	0	0	0	40	0	0	0
ENSG00000167741.6	1	1	0	0	0	0	0	0
ENSG00000176354.2	0	0	0	0	0	0	3	0
ENSG00000260565.2	0	0	0	0	0	0	9	3
ENSG00000135486.13	58	22	149	0	156	0	0	0
ENSG00000176945.12	0	0	3	0	6	0	0	0
ENSG00000265329.1	0	0	0	0	0	0	12	0
ENSG00000106344.4	16	0	24	0	63	0	0	0
ENSG00000128694.7	2	1	1	0	4	0	0	0
ENSG00000169972.7	2	5	3	0	31	0	0	0
ENSG00000163348.3	28	7	34	0	21	0	12	63
ENSG00000137177.14	25	0	20	0	548	0	0	0
ENSG00000198744.5	0	0	0	0	0	0	19	0
ENSG00000152128.13	0	0	0	0	2	0	0	0
ENSG00000073614.7	15	1	593	0	115	0	0	0
ENSG00000266964.1	0	3	0	0	11	0	0	0
ENSG00000232406.2	0	0	0	0	0	0	2	7
ENSG00000143033.13	5	1	9	0	140	0	0	0
ENSG00000196081.5	2	0	3	0	17	0	0	0
ENSG00000258099.1	0	0	0	0	0	0	4	8
ENSG00000188092.10	0	1	0	0	4	0	0	0
ENSG00000107223.8	31	0	80	0	50	0	0	0
ENSG00000212153.1	0	0	0	0	0	0	1	0
ENSG00000226121.1	0	0	0	0	0	0	2	0
ENSG00000215301.5	59	13	37	0	190	0	0	3
ENSG00000207559.1	0	0	0	0	0	0	1	0
ENSG00000136478.3	7	1	3	0	197	0	0	0
ENSG00000168614.13	0	0	0	0	1	0	0	0
ENSG00000203760.4	0	0	0	0	5	0	0	0
ENSG00000134986.9	4	24	13	0	74	0	0	0
ENSG00000242593.1	0	0	0	0	0	0	0	1
ENSG00000184277.8	3	1	16	0	14	0	0	29
ENSG00000204173.6	0	0	0	0	0	0	0	58
ENSG00000161958.6	0	5	2	0	3	0	0	0
ENSG00000117395.6	7	1	0	0	33	0	0	1
ENSG00000259901.1	0	0	0	0	0	0	23	0
ENSG00000131152.4	17	0	1	0	345	0	0	0
ENSG00000224081.3	0	0	0	0	0	0	1	206
ENSG00000113296.10	0	0	0	0	1	0	0	12
ENSG00000166333.9	8	3	3	0	14	0	0	0
ENSG00000212552.2	0	0	0	0	0	0	13	0
ENSG00000203797.5	1	0	1	0	25	0	0	0
ENSG00000242622.1	0	0	0	0	0	0	3	9
ENSG00000136603.9	2	3	10	0	36	0	0	0
ENSG00000263307.1	0	0	0	0	0	0	2	66
ENSG00000115268.5	17	18	4	0	158	0	0	0
ENSG00000216133.1	0	0	0	0	0	0	16	0
ENSG00000163864.10	1	1	0	0	56	0	0	0
ENSG00000184900.11	2	0	43	0	60	0	0	0
ENSG00000138629.11	3	2	2	0	16	0	0	0
ENSG00000169783.8	0	0	0	0	1	0	0	0
ENSG00000149346.10	5	1	0	0	428	0	0	48
ENSG00000165312.5	2	0	3	0	0	0	0	0
ENSG00000221838.5	0	4	7	0	40	0	0	0
ENSG00000143494.11	0	0	0	0	30	0	0	0
ENSG00000230371.1	0	0	0	0	0	0	3	0
ENSG00000231473.2	0	0	0	0	0	0	0	1
ENSG00000235934.1	0	0	0	0	0	0	1	1
ENSG00000268670.1	0	0	0	0	0	0	20	36
ENSG00000114654.6	0	0	0	0	1	0	0	0
ENSG00000234208.1	0	0	0	0	0	0	0	74
ENSG00000114331.8	4	0	11	0	127	0	0	0
ENSG00000254999.2	1	0	6	0	18	0	0	0
ENSG00000235398.4	0	0	0	0	0	0	0	1
ENSG00000231441.1	0	0	0	0	0	0	0	1
ENSG00000245768.2	0	0	0	0	0	0	0	2
ENSG00000205221.8	0	0	0	0	1	0	0	0
ENSG00000199562.1	0	0	0	0	0	0	2	0
ENSG00000135318.7	7	0	1	0	116	0	0	0
ENSG00000228280.1	0	0	0	0	0	0	6	19
ENSG00000233060.1	0	0	0	0	0	0	4	4
ENSG00000132854.14	9	3	3	0	142	0	0	0
ENSG00000264215.1	0	0	0	0	0	0	1	0
ENSG00000003509.11	6	0	3	0	20	0	0	5
ENSG00000185651.10	5	0	11	0	332	0	0	0
ENSG00000236117.1	0	0	0	0	0	0	6	16
ENSG00000142528.11	3	2	0	0	65	0	0	0
ENSG00000166387.7	10	9	5	0	229	0	4	40
ENSG00000128805.10	0	0	0	0	4	0	0	0
ENSG00000242798.1	0	0	0	0	0	0	0	21
ENSG00000132424.10	38	2	6	0	73	0	0	0
ENSG00000179241.8	0	0	1	0	45	0	0	0
ENSG00000166595.7	7	0	1	0	40	0	0	0
ENSG00000161381.9	0	0	0	0	2	0	0	0
ENSG00000125952.14	6	7	20	0	109	0	0	0
ENSG00000175611.7	0	0	0	0	0	0	5	46
ENSG00000261622.1	0	0	0	0	0	0	0	2
ENSG00000167525.9	0	3	1	0	9	0	0	0
ENSG00000124151.14	39	0	31	0	920	0	0	0
ENSG00000158869.6	0	0	1	0	2	0	3	0
ENSG00000230177.1	0	0	0	0	0	0	1	3
ENSG00000259512.3	0	0	0	0	0	0	1	0
ENSG00000264046.1	0	0	0	0	0	0	1	0
ENSG00000087903.8	2	0	1	0	72	0	0	0
ENSG00000172922.4	6	0	24	0	2	0	0	3
ENSG00000119535.13	7	4	0	0	56	0	0	0
ENSG00000169976.5	1	1	2	0	0	0	0	0
ENSG00000172817.3	0	0	0	0	10	0	0	0
ENSG00000145283.7	0	0	0	0	2	0	0	0
ENSG00000234835.1	0	0	0	0	0	0	2	0
ENSG00000172901.15	0	0	0	0	3	0	0	0
ENSG00000168056.10	684	541	16	0	693	0	0	0
ENSG00000163131.6	0	0	0	0	1	0	0	0
ENSG00000249590.3	4	0	1	0	34	0	0	0
ENSG00000267422.1	0	0	0	0	0	0	1	4
ENSG00000169908.6	60	16	237	0	9	0	0	0
ENSG00000111860.9	0	0	0	0	39	0	0	0
ENSG00000201405.1	0	0	0	0	0	0	1	0
ENSG00000250510.3	3	0	0	0	35	0	0	0
ENSG00000108018.11	0	0	0	0	2	0	0	0
ENSG00000259985.1	0	0	0	0	0	0	4	0
ENSG00000088448.10	20	3	13	0	366	0	0	0
ENSG00000227038.2	0	0	0	0	0	0	13	202
ENSG00000158321.11	1	1	0	0	43	0	0	0
ENSG00000184348.2	1	0	2	0	0	0	0	0
ENSG00000185559.9	186	28	200	0	169	0	0	0
ENSG00000173889.11	12	0	34	0	188	0	0	0
ENSG00000268218.1	0	0	4	0	2	0	0	0
ENSG00000100028.7	8	3	6	0	127	0	8	391
ENSG00000096093.10	2	0	0	0	17	0	0	0
ENSG00000254706.1	1	0	0	0	107	0	0	0
ENSG00000269553.1	0	0	0	0	0	0	0	1
ENSG00000163435.11	5	3	3	0	24	0	0	0
ENSG00000033170.12	4	10	0	0	249	0	0	0
ENSG00000266977.1	0	0	0	0	0	0	0	1
ENSG00000010219.9	1	0	0	0	13	0	0	0
ENSG00000114739.9	7	24	72	0	818	0	0	0
ENSG00000112972.10	44	12	276	0	163	0	0	0
ENSG00000248347.3	0	0	0	0	0	0	0	4
ENSG00000227674.1	0	0	0	0	0	0	2	117
ENSG00000236591.1	0	0	0	0	0	0	0	1
ENSG00000107672.10	7	12	5	0	34	0	0	0
ENSG00000143036.12	0	0	0	0	47	0	0	0
ENSG00000171135.10	1	1	2	0	2	0	0	0
ENSG00000207751.1	0	0	0	0	0	0	2	0
ENSG00000267461.1	0	0	0	0	0	0	0	2
ENSG00000128908.11	26	5	7	0	319	0	0	0
ENSG00000067167.3	7	17	14	0	113	0	0	0
ENSG00000085377.9	2	3	2	0	259	0	0	0
ENSG00000076944.10	43	6	1	0	665	0	0	0
ENSG00000150093.14	26	23	4	0	352	0	0	0
ENSG00000113657.8	0	0	1	0	0	0	0	0
ENSG00000226803.3	0	0	0	0	0	0	0	3
ENSG00000221643.1	0	0	0	0	0	0	2	0
ENSG00000158859.9	2	1	3	0	2	0	0	0
ENSG00000207168.1	0	0	0	0	0	0	1	0
ENSG00000262766.1	0	0	0	0	0	0	18	3
ENSG00000128989.6	19	10	93	0	37	0	0	0
ENSG00000139636.11	8	7	7	0	121	0	0	0
ENSG00000110066.10	7	17	5	0	212	0	0	0
ENSG00000187186.10	1	0	1	0	1	0	0	0
ENSG00000171533.7	0	0	0	0	1	0	0	0
ENSG00000167378.4	38	0	68	0	3	0	0	0
ENSG00000129993.10	0	0	0	0	1	0	0	0
ENSG00000198478.6	1	3	18	0	116	0	0	0
ENSG00000198300.8	236	67	265	0	1572	0	0	0
ENSG00000260415.3	0	0	3	0	0	0	0	0
ENSG00000255517.2	0	0	0	0	0	0	13	54
ENSG00000229932.2	0	0	0	0	0	0	1	0
ENSG00000023892.9	7	0	0	0	53	0	0	0
ENSG00000167483.13	0	4	0	0	2	0	0	0
ENSG00000260279.1	0	0	0	0	0	0	1	1
ENSG00000004399.8	84	2	21	0	815	0	0	0
ENSG00000107281.5	51	23	1	0	119	0	0	0
ENSG00000087116.9	0	0	1	0	128	0	0	0
ENSG00000152939.10	5	1	3	0	19	0	0	0
ENSG00000158887.11	2	0	11	0	19	0	0	0
ENSG00000152117.13	0	0	0	0	0	0	50	4384
ENSG00000197714.4	10	1	8	0	19	0	0	0
ENSG00000095485.12	1	0	2	0	70	0	0	0
ENSG00000104687.8	30	1	32	0	162	0	0	0
ENSG00000143429.5	0	0	0	0	0	0	19	593
ENSG00000267440.1	0	0	0	0	0	0	0	1
ENSG00000259940.1	0	0	0	0	0	0	3	0
ENSG00000197182.8	0	0	6	0	8	0	0	0
ENSG00000164171.6	18	3	75	0	560	0	0	0
ENSG00000106714.13	0	0	0	0	1	0	0	0
ENSG00000167552.9	1	0	0	0	0	0	0	0
ENSG00000248449.1	0	0	0	0	0	0	2	0
ENSG00000225603.3	0	0	0	0	0	0	2	0
ENSG00000214946.9	0	0	0	0	1	0	0	0
ENSG00000185246.13	8	3	3	0	52	0	0	0
ENSG00000169087.6	2	0	1	0	45	0	0	0
ENSG00000221297.1	0	0	0	0	0	0	1	0
ENSG00000174137.8	2	4	1	0	64	0	0	0
ENSG00000171421.8	0	8	1	0	3	0	0	0
ENSG00000243284.1	0	0	0	0	1	0	0	0
ENSG00000221526.1	0	0	0	0	0	0	3	0
ENSG00000254231.1	0	0	0	0	0	0	0	6
ENSG00000247950.2	0	0	0	0	0	0	0	7
ENSG00000252529.1	0	0	0	0	0	0	2	0
ENSG00000143919.10	2	0	15	0	843	0	0	0
ENSG00000101181.13	15	0	13	0	216	0	4	7
ENSG00000248954.1	0	0	0	0	0	0	0	1
ENSG00000197046.7	0	0	0	0	0	0	1	0
ENSG00000128923.6	7	0	11	0	43	0	0	0
ENSG00000179292.4	0	0	0	0	2	0	0	0
ENSG00000196459.9	1	0	0	0	10	0	0	0
ENSG00000128928.4	16	0	10	0	88	0	0	0
ENSG00000147224.6	4	0	12	0	7	0	0	0
ENSG00000259606.2	0	0	0	0	0	0	3	36
ENSG00000259738.1	0	0	0	0	0	0	3	0
ENSG00000259115.1	0	0	0	0	0	0	2	19
ENSG00000068878.10	64	43	11	0	414	0	0	0
ENSG00000166250.7	0	0	0	0	1	0	0	0
ENSG00000156500.10	1	1	0	0	8	0	0	0
ENSG00000272195.1	23	0	1	0	0	0	0	0
ENSG00000052126.10	14	3	4	0	301	0	0	0
ENSG00000256464.1	0	0	0	0	0	0	2	0
ENSG00000173567.10	28	0	1	0	13	0	0	0
ENSG00000121381.2	2	0	0	0	0	0	0	0
ENSG00000234616.4	0	0	0	0	0	0	207	55
ENSG00000008382.11	18	0	7	0	102	0	0	0
ENSG00000234072.1	0	0	0	0	0	0	18	22
ENSG00000236256.5	0	0	0	0	0	0	0	2
ENSG00000242014.2	0	0	0	0	0	0	1	0
ENSG00000143319.12	8	20	3	0	7	0	0	0
ENSG00000112357.8	0	0	0	0	9	0	0	0
ENSG00000155666.7	7	2	5	0	45	0	0	0
ENSG00000170743.12	0	0	0	0	1	0	0	0
ENSG00000099381.12	162	26	20	0	504	0	0	0
ENSG00000199090.1	0	0	0	0	0	0	1	0
ENSG00000110244.5	1	0	0	0	0	0	0	0
ENSG00000199683.1	0	0	0	0	0	0	4	0
ENSG00000256861.1	0	0	0	0	0	0	7	89
ENSG00000067836.8	17	12	18	0	204	0	0	0
ENSG00000154978.8	1	25	33	0	724	0	0	113
ENSG00000108829.9	31	6	86	0	86	0	0	0
ENSG00000155962.8	0	0	0	0	11	0	0	0
ENSG00000170222.11	0	0	0	0	4	0	0	0
ENSG00000157303.6	0	0	1	0	16	0	0	0
ENSG00000198887.7	16	1	4	0	160	0	0	0
ENSG00000106153.12	14	0	1	0	4	0	0	0
ENSG00000238465.1	0	0	0	0	0	0	3	0
ENSG00000108352.7	16	67	44	0	118	0	0	0
ENSG00000199691.1	0	0	0	0	0	0	4	0
ENSG00000175906.4	5	4	6	0	6	0	0	0
ENSG00000177752.10	0	0	0	0	1	0	0	0
ENSG00000238736.1	0	0	0	0	0	0	1	0
ENSG00000196576.10	181	15	30	0	1644	0	0	0
ENSG00000125485.13	3	1	12	0	212	0	0	0
ENSG00000112242.10	8	1	19	0	819	0	0	0
ENSG00000052344.11	2	1	1	0	6	0	0	0
ENSG00000203583.2	0	0	0	0	0	0	19	1
ENSG00000197111.11	227	101	103	0	473	0	0	0
ENSG00000075234.12	35	0	27	0	761	0	0	0
ENSG00000127946.12	8	0	0	0	138	0	0	0
ENSG00000170088.9	2	0	6	0	26	0	0	0
ENSG00000133111.3	30	5	0	0	26	0	0	0
ENSG00000231584.4	0	0	0	0	0	0	0	1
ENSG00000095059.11	18	3	1	0	79	0	0	0
ENSG00000168329.9	0	0	0	0	1	0	0	0
ENSG00000053108.12	0	0	0	0	18	0	0	0
ENSG00000251410.1	0	0	0	0	0	0	0	1
ENSG00000215386.6	0	0	0	0	0	0	0	1
ENSG00000021776.6	14	1	1	0	72	0	0	0
ENSG00000256225.1	0	0	0	0	0	0	196	7
ENSG00000239305.2	13	7	2	0	44	0	0	0
ENSG00000185630.14	0	0	0	0	7	0	0	1
ENSG00000114861.14	30	33	60	0	3890	0	0	0
ENSG00000149452.11	0	0	0	0	3	0	0	0
ENSG00000226026.1	0	0	0	0	0	0	0	1
ENSG00000138152.7	1	0	0	0	31	0	0	0
ENSG00000272068.1	0	0	0	0	0	0	3	0
ENSG00000025039.10	0	0	1	0	0	0	0	0
ENSG00000204351.7	90	0	7	0	244	0	0	0
ENSG00000134684.6	25	4	11	0	282	0	0	0
ENSG00000079393.16	1	0	0	0	16	0	0	0
ENSG00000126254.7	15	1	0	0	22	0	0	0
ENSG00000250731.1	0	0	0	0	0	0	2	0
ENSG00000132204.9	0	0	0	0	0	0	0	2
ENSG00000234171.1	0	0	0	0	0	0	5	2
ENSG00000105928.9	3	2	5	0	104	0	0	0
ENSG00000254632.1	0	0	0	0	0	0	2	66
ENSG00000207768.1	0	0	0	0	0	0	1	0
ENSG00000187550.4	1	0	0	0	2	0	0	0
ENSG00000270604.1	0	0	0	0	0	0	11	1038
ENSG00000239883.4	0	0	0	0	0	0	0	2
ENSG00000232838.3	0	1	1	0	31	0	0	0
ENSG00000271443.1	0	0	0	0	0	0	1	0
ENSG00000166997.3	2	0	3	0	6	0	0	0
ENSG00000207757.1	0	0	0	0	0	0	3	0
ENSG00000213300.4	0	0	0	0	0	0	2	0
ENSG00000121644.14	3	4	11	0	112	0	0	0
ENSG00000158615.8	9	2	9	0	8	0	0	0
ENSG00000114268.7	6	1	26	0	287	0	1	0
ENSG00000104142.6	13	0	3	0	8	0	0	0
ENSG00000180902.12	145	12	522	0	869	0	0	0
ENSG00000184489.7	1	12	11	0	1555	0	0	0
ENSG00000233230.1	0	0	0	0	0	0	1	5
ENSG00000185591.5	9	5	35	0	17	0	0	0
ENSG00000101400.5	1	0	2	0	24	0	0	0
ENSG00000149273.10	43	38	36	0	140	0	0	0
ENSG00000215104.4	0	0	0	0	0	0	0	1
ENSG00000104432.8	0	0	0	0	14	0	0	2
ENSG00000168260.1	1	0	0	0	2	0	0	0
ENSG00000184983.5	3	0	5	0	8	0	0	0
ENSG00000260605.1	0	0	0	0	0	0	3	4
ENSG00000180616.4	0	0	0	0	1	0	0	0
ENSG00000115295.15	1	0	0	0	11	0	0	0
ENSG00000110245.7	8	3	5	0	41	0	0	0
ENSG00000075407.13	5	7	14	0	81	0	0	0
ENSG00000234617.1	0	0	0	0	0	0	1	1
ENSG00000103222.14	72	2	14	0	1348	0	0	0
ENSG00000155849.11	0	0	0	0	55	0	0	0
ENSG00000076382.12	17	0	0	0	31	0	0	0
ENSG00000143437.16	14	0	14	0	65	0	0	0
ENSG00000196639.6	0	0	0	0	2	0	0	0
ENSG00000095777.10	0	0	0	0	1	0	0	0
ENSG00000133639.3	1	2	9	0	4	0	0	0
ENSG00000272617.1	4	0	6	0	58	0	0	0
ENSG00000249111.1	0	0	0	0	0	0	0	1
ENSG00000246308.1	0	0	0	0	0	0	0	4
ENSG00000177034.10	6	0	14	0	14	0	0	0
ENSG00000243414.4	10	12	0	0	67	0	0	0
ENSG00000260919.1	0	0	0	0	0	0	0	2
ENSG00000142694.6	0	2	10	0	7	0	0	0
ENSG00000221027.2	0	0	0	0	0	0	3	0
ENSG00000259344.1	0	0	0	0	0	0	0	7
ENSG00000199990.1	0	0	0	0	0	0	11	0
ENSG00000259062.1	0	0	0	0	0	0	1	4
ENSG00000269951.1	0	0	0	0	0	0	4	0
ENSG00000176845.8	0	2	1	0	10	0	0	0
ENSG00000189114.6	0	0	8	0	0	0	0	0
ENSG00000223976.1	0	0	0	0	0	0	1	0
ENSG00000170166.5	0	0	0	0	1	0	0	0
ENSG00000175894.10	0	0	2	0	36	0	0	0
ENSG00000255447.1	0	0	0	0	0	0	0	3
ENSG00000015532.5	18	0	6	0	158	0	0	0
ENSG00000265997.1	0	0	0	0	0	0	1	0
ENSG00000259675.1	0	0	0	0	0	0	0	5
ENSG00000140319.6	5	0	25	0	1	0	0	0
ENSG00000101489.14	0	0	0	0	2	0	0	0
ENSG00000219409.2	0	0	0	0	0	0	8	0
ENSG00000111325.12	13	30	29	0	25	0	0	0
ENSG00000164776.5	1	0	0	0	5	0	0	0
ENSG00000182902.9	0	0	0	0	1	0	0	0
ENSG00000133597.5	5	0	0	0	13	0	0	0
ENSG00000252653.1	0	0	0	0	0	0	1	0
ENSG00000086730.12	0	1	0	0	5	0	0	0
ENSG00000248866.1	0	0	0	0	0	0	3	2
ENSG00000197555.5	13	5	1	0	885	0	1	21
ENSG00000251562.3	0	0	0	0	0	0	9242	0
ENSG00000258572.1	1	0	2	0	3	0	0	0
