ENSG	rep_01|CDS	rep_01|5utr	rep_01|3utr	rep_01|5utr|3utr	rep_01|intron	rep_01|intergenic	rep_01|noncoding_exon	rep_01|noncoding_intron
ENSG00000253715.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000163930.5	0.2371|0.27835	1.9679|1.26766	0.2960|0.28751	NaN|0.00000	2.1573|17.26120	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000119878.5	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000090054.9	NaN|0.00000	NaN|0.00000	-1.8846|0.00000	NaN|0.00000	0.5287|4.25912	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000188676.9	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000160336.10	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	-2.0736|0.00000	0.1231|0.28661
ENSG00000257896.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000113763.6	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.53137	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000179820.11	0.0264|0.00931	-0.4886|0.00000	2.8815|400.00000	NaN|0.00000	0.2949|0.71229	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000225930.3	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000149599.11	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.25595	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000055208.13	-3.9549|0.00000	1.6825|2.73187	-0.7326|0.00000	NaN|0.00000	0.1090|0.44865	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000257493.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000167447.8	-0.6622|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000248802.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000243147.3	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	-0.4371|0.00000	NaN|0.00000	NaN|0.00000	-1.1178|0.00000
ENSG00000181991.11	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	-0.7850|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000141956.9	0.2309|0.06383	NaN|0.00000	NaN|0.00000	NaN|0.00000	1.2188|10.59643	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000201348.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000121104.3	-1.9549|0.00000	NaN|0.20276	NaN|0.00000	NaN|0.00000	0.3779|1.62578	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000197932.3	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000204713.6	-0.8450|0.00000	NaN|0.00000	-0.5626|0.00000	NaN|0.00000	-1.2934|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000156110.9	-1.2851|0.00000	NaN|0.00000	NaN|0.42221	NaN|0.00000	-0.4465|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000177138.11	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000273269.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	2.1743|3.76326	1.1515|28.67985
ENSG00000253710.1	NaN|0.00000	NaN|0.00000	-1.8846|0.00000	NaN|0.00000	-1.1101|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000167283.3	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	-0.2996|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000163041.5	NaN|0.00000	NaN|0.00000	2.1254|3.20457	NaN|0.00000	0.2787|0.32256	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000138798.7	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.42221	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000162944.6	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000128609.10	NaN|0.00000	NaN|0.42221	NaN|0.00000	NaN|0.00000	-0.6882|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000165724.5	NaN|0.63213	NaN|0.00000	NaN|0.25595	NaN|0.00000	1.5064|7.33165	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000258038.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000198225.4	NaN|0.00000	NaN|0.00000	NaN|0.20276	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000117139.12	-1.1476|0.00000	-0.9252|0.00000	NaN|0.25595	NaN|0.00000	-0.6400|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000197771.8	NaN|0.63213	NaN|0.00000	NaN|0.00000	NaN|0.00000	-1.2601|0.00000	NaN|0.00000	NaN|0.00000	-0.7691|0.00000
ENSG00000132294.9	NaN|0.42221	NaN|0.00000	3.6598|1.45903	NaN|0.00000	-0.4259|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000203499.6	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	-1.4695|0.00000	0.6598|0.38932
ENSG00000163820.10	-0.5626|0.00000	NaN|0.00000	-0.4955|0.00000	NaN|0.00000	0.0223|0.04009	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000222685.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000186834.2	-1.3175|0.00000	0.1479|0.08062	-0.2631|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000102309.8	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	-1.2669|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000109458.4	-1.9549|0.00000	1.4374|1.54391	NaN|0.00000	NaN|0.00000	0.1628|0.80471	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000137411.12	-0.5135|0.00000	0.7999|1.66979	NaN|0.00000	NaN|0.00000	1.4988|9.64165	NaN|0.00000	-0.2317|0.00000	1.5949|6.48682
ENSG00000260041.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000119973.3	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000136932.9	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	-0.8638|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000079337.11	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000022267.12	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000241770.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000104755.10	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000254531.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000224245.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000200623.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	-4.0632|0.00000	NaN|0.00000
ENSG00000175390.8	-0.3886|0.00000	NaN|0.00000	-0.5626|0.00000	NaN|0.00000	0.8176|1.35566	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000103404.10	-1.3832|0.00000	NaN|0.00000	-0.2317|0.00000	NaN|0.00000	0.0103|0.02857	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000158158.7	-2.2351|0.00000	NaN|0.00000	-1.7326|0.00000	NaN|0.00000	-0.1476|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000152292.12	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.53137	NaN|0.00000	NaN|0.25595	NaN|0.00000
ENSG00000198467.9	0.0013|0.03505	3.4198|400.00000	NaN|0.04049	NaN|0.00000	1.1419|1.21435	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000069849.6	0.3829|0.16188	-1.1476|0.00000	0.7455|0.42815	NaN|0.00000	-0.4653|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000164587.7	-1.2851|0.00000	-0.1476|0.00000	NaN|0.00000	NaN|0.00000	-0.8763|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000113719.11	-1.5739|0.00000	NaN|0.72695	0.4374|1.43784	NaN|0.00000	0.1722|2.14232	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000201675.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	-3.9436|0.00000	NaN|0.00000
ENSG00000260926.2	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000198682.8	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000243989.3	0.6409|0.49812	NaN|0.00000	NaN|0.00000	NaN|0.00000	1.3175|7.21804	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000270532.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.42221	NaN|0.00000
ENSG00000204388.5	NaN|0.00000	-1.5261|0.00000	3.5529|4.38865	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000255300.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000247137.4	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.13703	-1.7326|0.00000
ENSG00000180938.5	NaN|0.00000	NaN|0.00000	NaN|0.53137	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000159147.13	NaN|0.53137	NaN|0.00000	NaN|0.00000	NaN|0.00000	0.2674|0.18092	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000105497.3	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000201201.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000174885.8	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000178201.3	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000248544.2	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000186272.8	NaN|0.06287	NaN|0.00000	NaN|0.00000	NaN|0.00000	1.5223|2.63837	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000005206.12	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	0.9652|12.27854	2.2019|400.00000
ENSG00000253746.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000182586.3	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000242049.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000143248.8	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	-2.1476|0.00000	NaN|0.00000	NaN|0.00000	-0.4168|0.00000
ENSG00000079387.9	NaN|0.42221	NaN|0.00000	NaN|0.00000	NaN|0.00000	-0.1476|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000234807.4	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.02719
ENSG00000221273.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000063176.11	2.3930|14.75657	5.8373|47.86428	0.6179|0.42794	NaN|0.00000	2.3760|5.51190	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000154342.4	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000197176.3	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000166333.9	-0.7326|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	-0.7326|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000124444.11	NaN|0.53137	NaN|0.00000	-3.8480|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000163141.14	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000235859.4	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.26683	NaN|0.00000
ENSG00000237276.4	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000114779.15	0.6598|0.72934	NaN|0.06874	1.1934|3.92713	NaN|0.00000	-0.0564|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000156398.8	NaN|0.23294	NaN|0.00000	-1.8106|0.00000	NaN|0.00000	0.6755|3.39780	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000143127.8	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	1.4374|1.13042	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000197798.4	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	-1.0366|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000226397.3	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000242973.2	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000173914.7	NaN|0.42221	NaN|0.72695	NaN|0.00000	NaN|0.00000	-0.6501|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000270136.1	NaN|0.00000	NaN|0.39450	NaN|0.25595	NaN|0.00000	-0.9651|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000259039.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000160688.14	-0.5950|0.00000	NaN|0.25595	NaN|0.00000	NaN|0.00000	0.5198|0.51125	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000236882.3	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000172530.15	-1.0407|0.00000	NaN|0.90086	NaN|0.00000	NaN|0.00000	1.2510|59.35080	NaN|0.00000	NaN|0.42221	NaN|0.00000
ENSG00000167037.14	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000133250.9	1.0451|0.81194	NaN|0.00000	NaN|0.72695	NaN|0.00000	0.5629|0.39699	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000245261.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	-0.6545|0.00000
ENSG00000135049.11	-0.7850|0.00000	NaN|0.00000	NaN|0.20276	NaN|0.00000	-0.2216|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000225128.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000230071.2	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000073734.8	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000226155.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000270580.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	-1.0221|0.00000	0.0089|0.00921
ENSG00000167395.10	-1.2407|0.00000	NaN|0.00000	-0.7997|0.00000	NaN|0.00000	-2.3700|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000104312.6	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	-0.7095|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000227646.3	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	-0.7799|0.00000
ENSG00000264166.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000196141.8	-0.7961|0.00000	0.2813|0.48266	0.3118|0.38327	NaN|0.00000	-0.0721|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000270018.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000160613.8	-1.1476|0.00000	NaN|0.00000	NaN|0.42221	NaN|0.00000	-1.2471|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000236795.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000236320.3	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000121440.10	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000246228.2	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000145014.13	0.4963|0.44877	NaN|0.00000	2.5529|11.29079	NaN|0.00000	-0.0868|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000182450.8	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.13703	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000163738.14	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	-1.4542|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000016602.8	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000266947.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000127080.5	NaN|0.20276	NaN|0.00000	NaN|0.13703	NaN|0.00000	0.7883|4.64876	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000272963.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.53137	NaN|0.00000
ENSG00000201394.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000160199.10	NaN|0.00000	NaN|0.00000	NaN|0.81730	NaN|0.00000	0.1003|0.31090	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000148516.17	-0.9549|0.00000	NaN|0.25595	NaN|0.00000	NaN|0.00000	-0.2990|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000256586.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	0.9555|2.27335	NaN|0.20276
ENSG00000083838.11	NaN|0.20276	NaN|0.00000	NaN|0.20276	NaN|0.00000	NaN|0.10594	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000234768.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000200312.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	-3.3402|0.00000	NaN|0.00000
ENSG00000267431.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000115758.8	-0.0736|0.00000	0.4898|0.25542	1.9113|2.50100	NaN|0.00000	-3.2314|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000182149.16	-1.0651|0.00000	-1.9549|0.00000	0.1154|0.04110	NaN|0.00000	-0.1381|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000159131.12	-1.6070|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	-1.4314|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000135373.8	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000176919.7	NaN|0.53137	NaN|0.00000	NaN|0.00000	NaN|0.00000	3.8524|2.26999	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000207460.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000135220.6	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	-0.6882|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000132004.8	NaN|0.14831	NaN|0.00000	3.5529|1.26766	NaN|0.00000	2.8968|18.03009	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000258649.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000032444.11	-0.3578|0.00000	0.9679|1.13988	NaN|0.00000	NaN|0.00000	1.5278|14.42716	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000225206.4	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000169564.5	-0.2800|0.00000	-0.0221|0.00000	1.9030|2.85824	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000240253.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000251429.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.42221
ENSG00000173275.8	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.23294	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000262712.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	2.1003|7.84131	NaN|0.00000
ENSG00000241935.4	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	-0.8740|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000136383.6	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000184220.6	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	0.1088|0.61778	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000104522.11	1.3499|3.03535	2.6598|1.45903	1.8524|2.32876	NaN|0.00000	1.8810|17.85310	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000236497.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000166262.11	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	-1.9549|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
ENSG00000249797.1	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000	NaN|0.00000
